id,name,genus,height_dm,weight_hg,types,base_experience,hp,attack,defense,special-attack,special-defense,speed,abilities,hidden_ability,is_baby,is_legendary,is_mythical,egg_groups,growth_rate,habitat,color,shape,evolution_chain,in_red_blue,in_yellow,in_gold_silver,in_crystal,in_ruby_sapphire,in_emerald,in_firered_leafgreen,in_diamond_pearl,in_platinum,in_heartgold_soulsilver,in_black_white,in_black-2_white-2,in_x_y,in_omega-ruby_alpha-sapphire,in_sun_moon,in_ultra-sun_ultra-moon,in_lets-go-pikachu_eevee,in_sword_shield,in_brilliant-diamond_shining-pearl,in_legends-arceus,in_scarlet_violet,flavor_text,sprite_front_default,sprite_back_default,sprite_front_shiny,sprite_back_shiny,official_artwork_url,all_moves
213,shuckle,Mold Pokémon,6,205,bug|rock,177,20,10,230,10,230,5,sturdy|gluttony,contrary,False,False,False,bug,medium-slow,mountain,yellow,armor,shuckle,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,acid|acupressure|after-you|ancient-power|attract|bide|bind|body-slam|bug-bite|bulldoze|captivate|confide|constrict|covet|curse|defense-curl|dig|double-edge|double-team|earth-power|earthquake|encore|endure|facade|final-gambit|flash|frustration|gastro-acid|guard-split|gyro-ball|headbutt|helping-hand|hidden-power|infestation|iron-defense|knock-off|meteor-beam|mimic|mud-shot|mud-slap|natural-gift|power-split|power-trick|protect|rest|return|reversal|rock-blast|rock-polish|rock-slide|rock-smash|rock-throw|rock-tomb|rollout|round|safeguard|sand-tomb|sandstorm|secret-power|shell-smash|skitter-smack|sleep-talk|sludge-bomb|sludge-wave|smack-down|snore|stealth-rock|steel-roller|sticky-web|stone-edge|strength|string-shot|struggle-bug|substitute|sunny-day|swagger|sweet-scent|toxic|venoshock|withdraw|wrap
214,heracross,Single Horn Pokémon,15,540,bug|fighting,175,80,125,75,40,95,85,swarm|guts,moxie,False,False,False,bug,slow,forest,blue,humanoid,heracross,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,aerial-ace|arm-thrust|assurance|attract|bide|body-slam|brick-break|brutal-swing|bug-bite|bug-buzz|bulk-up|bulldoze|bullet-seed|captivate|chip-away|close-combat|coaching|confide|counter|curse|cut|detect|dig|double-edge|double-team|earthquake|endeavor|endure|facade|false-swipe|feint|flail|fling|focus-blast|focus-punch|frustration|fury-attack|fury-cutter|giga-impact|harden|headbutt|helping-hand|hidden-power|high-horsepower|horn-attack|hyper-beam|iron-defense|knock-off|leer|low-kick|lunge|megahorn|mimic|natural-gift|night-slash|pin-missile|pounce|protect|pursuit|rain-dance|rest|retaliate|return|revenge|reversal|rock-blast|rock-slide|rock-smash|rock-tomb|round|secret-power|seismic-toss|shadow-claw|skitter-smack|slash|sleep-talk|smack-down|smart-strike|snore|spikes|stone-edge|strength|struggle-bug|substitute|sunny-day|swagger|swords-dance|tackle|take-down|tera-blast|thief|thrash|throat-chop|toxic|trailblaze|upper-hand|vacuum-wave|venoshock|work-up
215,sneasel,Sharp Claw Pokémon,9,280,dark|ice,86,55,95,55,35,75,115,inner-focus|keen-eye,pickpocket,False,False,False,ground,medium-slow,forest,black,upright,sneasel -> weavile,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,aerial-ace|agility|assist|attract|avalanche|beat-up|bite|blizzard|brick-break|calm-mind|captivate|confide|counter|crush-claw|curse|cut|dark-pulse|defense-curl|detect|dig|double-edge|double-hit|double-team|dream-eater|dynamic-punch|embargo|endure|facade|fake-out|fake-tears|false-swipe|feint|feint-attack|fling|focus-punch|foresight|foul-play|frustration|fury-cutter|fury-swipes|giga-impact|hail|headbutt|helping-hand|hidden-power|hone-claws|ice-beam|ice-punch|ice-shard|icicle-crash|icicle-spear|icy-wind|iron-tail|knock-off|laser-focus|lash-out|leer|low-kick|low-sweep|mega-kick|mega-punch|metal-claw|mimic|mud-slap|nasty-plot|natural-gift|nightmare|payback|poison-jab|power-up-punch|protect|psych-up|psycho-cut|punishment|pursuit|quick-attack|rain-dance|reflect|rest|retaliate|return|reversal|rock-smash|round|scary-face|scratch|screech|secret-power|shadow-ball|shadow-claw|slash|sleep-talk|snarl|snatch|snore|snowscape|spite|strength|substitute|sunny-day|surf|swagger|swift|swords-dance|take-down|taunt|tera-blast|thief|throat-chop|torment|toxic|trailblaze|triple-axel|upper-hand|water-pulse|whirlpool|x-scissor
216,teddiursa,Little Bear Pokémon,6,88,normal,66,60,80,50,50,50,40,pickup|quick-feet,honey-gather,False,False,False,ground,medium,mountain,brown,upright,teddiursa -> ursaring -> ursaluna,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,aerial-ace|attract|avalanche|baby-doll-eyes|belly-drum|body-slam|brick-break|bulk-up|bulldoze|captivate|charm|chip-away|close-combat|confide|counter|covet|cross-chop|crunch|curse|cut|defense-curl|dig|double-edge|double-team|dynamic-punch|earthquake|endure|facade|fake-tears|feint-attack|fire-punch|fling|focus-energy|focus-punch|frustration|fury-cutter|fury-swipes|gunk-shot|headbutt|helping-hand|hidden-power|high-horsepower|hone-claws|hyper-voice|ice-punch|last-resort|leer|lick|low-kick|mega-kick|mega-punch|metal-claw|metronome|mimic|mud-slap|natural-gift|night-slash|payback|play-nice|play-rough|power-up-punch|protect|rain-dance|rest|retaliate|return|roar|rock-slide|rock-smash|rock-tomb|rollout|round|scratch|secret-power|seed-bomb|seismic-toss|shadow-claw|slash|sleep-talk|smack-down|snore|strength|substitute|sunny-day|superpower|swagger|sweet-scent|swift|swords-dance|tackle|take-down|taunt|tera-blast|thief|thrash|thunder-punch|torment|toxic|trailblaze|uproar|work-up|yawn|zap-cannon
217,ursaring,Hibernator Pokémon,18,1258,normal,175,90,130,75,75,75,55,guts|quick-feet,unnerve,False,False,False,ground,medium,mountain,brown,upright,teddiursa -> ursaring -> ursaluna,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,aerial-ace|attract|avalanche|baby-doll-eyes|body-slam|brick-break|bulk-up|bulldoze|captivate|charm|close-combat|confide|counter|covet|crunch|curse|cut|defense-curl|dig|double-edge|double-team|dynamic-punch|earthquake|endure|facade|fake-tears|feint-attack|fire-punch|fling|focus-blast|focus-punch|frustration|fury-cutter|fury-swipes|giga-impact|gunk-shot|hammer-arm|headbutt|helping-hand|hidden-power|high-horsepower|hone-claws|hyper-beam|hyper-voice|ice-punch|laser-focus|last-resort|leer|lick|low-kick|mega-kick|mega-punch|metal-claw|metronome|mimic|mud-slap|natural-gift|payback|play-nice|play-rough|power-up-punch|protect|rain-dance|rest|retaliate|return|roar|rock-climb|rock-slide|rock-smash|rock-tomb|rollout|round|scary-face|scratch|secret-power|seed-bomb|seismic-toss|shadow-claw|slash|sleep-talk|smack-down|snore|stomping-tantrum|stone-edge|strength|substitute|sunny-day|superpower|swagger|sweet-scent|swift|swords-dance|tackle|take-down|taunt|tera-blast|thief|thrash|throat-chop|thunder-punch|torment|toxic|trailblaze|uproar|work-up|zap-cannon
218,slugma,Lava Pokémon,7,350,fire,50,40,40,40,70,40,20,magma-armor|flame-body,weak-armor,False,False,False,indeterminate,medium,mountain,red,squiggle,slugma -> magcargo,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png,acid-armor|after-you|amnesia|ancient-power|attract|body-slam|bulldoze|captivate|clear-smog|confide|curse|defense-curl|double-edge|double-team|earth-power|earthquake|ember|endure|facade|fire-blast|fire-spin|flame-burst|flame-charge|flamethrower|frustration|guard-swap|harden|heat-crash|heat-wave|hidden-power|high-horsepower|incinerate|inferno|infestation|iron-defense|lava-plume|light-screen|memento|mimic|mud-shot|mud-slap|natural-gift|nature-power|overheat|pain-split|power-gem|protect|recover|reflect|rest|return|rock-blast|rock-slide|rock-smash|rock-throw|rock-tomb|rollout|round|sandstorm|secret-power|self-destruct|sleep-talk|smack-down|smog|smokescreen|snore|spit-up|stealth-rock|stockpile|stone-edge|substitute|sunny-day|swagger|swallow|take-down|temper-flare|tera-blast|toxic|will-o-wisp|yawn
219,magcargo,Lava Pokémon,8,550,fire|rock,151,60,50,120,90,80,30,magma-armor|flame-body,weak-armor,False,False,False,indeterminate,medium,mountain,red,squiggle,slugma -> magcargo,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png,acid-armor|after-you|amnesia|ancient-power|attract|body-slam|bulldoze|burning-jealousy|captivate|clear-smog|confide|curse|defense-curl|double-edge|double-team|earth-power|earthquake|ember|endure|explosion|facade|fire-blast|fire-spin|flame-burst|flame-charge|flamethrower|flare-blitz|frustration|giga-impact|guard-swap|gyro-ball|harden|heat-crash|heat-wave|hidden-power|hyper-beam|incinerate|inferno|infestation|iron-defense|lava-plume|light-screen|memento|mimic|mud-shot|mud-slap|natural-gift|nature-power|overheat|pain-split|power-gem|protect|recover|reflect|rest|return|rock-blast|rock-polish|rock-slide|rock-smash|rock-throw|rock-tomb|rollout|round|sand-tomb|sandstorm|scorching-sands|secret-power|self-destruct|shell-smash|sleep-talk|smack-down|smog|smokescreen|snore|solar-beam|stealth-rock|stockpile|stomping-tantrum|stone-edge|strength|substitute|sunny-day|swagger|take-down|temper-flare|tera-blast|toxic|will-o-wisp|yawn
220,swinub,Pig Pokémon,4,65,ice|ground,50,50,50,40,30,30,50,oblivious|snow-cloak,thick-fat,False,False,False,ground,slow,cave,brown,quadruped,swinub -> piloswine -> mamoswine,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png,amnesia|ancient-power|attract|avalanche|bite|blizzard|body-slam|bulldoze|captivate|charm|confide|curse|defense-curl|detect|dig|double-edge|double-team|earth-power|earthquake|endeavor|endure|facade|fissure|flail|freeze-dry|frustration|hail|haze|headbutt|hidden-power|high-horsepower|ice-beam|ice-fang|ice-shard|icicle-crash|icicle-spear|icy-wind|light-screen|mimic|mist|mud-bomb|mud-shot|mud-slap|mud-sport|natural-gift|odor-sleuth|powder-snow|protect|rain-dance|reflect|rest|return|reversal|roar|rock-slide|rock-smash|rock-tomb|round|sand-tomb|sandstorm|scary-face|secret-power|sleep-talk|smack-down|snore|snowscape|stealth-rock|stomping-tantrum|stone-edge|strength|substitute|superpower|swagger|tackle|take-down|tera-blast|toxic|trailblaze
221,piloswine,Swine Pokémon,11,558,ice|ground,158,100,100,80,60,60,50,oblivious|snow-cloak,thick-fat,False,False,False,ground,slow,cave,brown,quadruped,swinub -> piloswine -> mamoswine,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png,amnesia|ancient-power|attract|avalanche|bite|blizzard|body-slam|bulldoze|captivate|charm|confide|curse|defense-curl|detect|dig|double-edge|double-team|earth-power|earthquake|endeavor|endure|facade|fissure|flail|freeze-dry|frustration|fury-attack|giga-impact|hail|haze|headbutt|hidden-power|high-horsepower|horn-attack|hyper-beam|ice-beam|ice-fang|ice-shard|icicle-crash|icicle-spear|icy-wind|light-screen|mimic|mist|mud-bomb|mud-shot|mud-slap|mud-sport|natural-gift|odor-sleuth|peck|powder-snow|protect|rain-dance|reflect|rest|return|reversal|roar|rock-slide|rock-smash|rock-tomb|round|sand-tomb|sandstorm|scary-face|secret-power|sleep-talk|smack-down|snore|snowscape|stealth-rock|stomping-tantrum|stone-edge|strength|substitute|superpower|swagger|tackle|take-down|tera-blast|thrash|throat-chop|toxic|trailblaze
222,corsola,Coral Pokémon,6,50,water|rock,144,65,55,95,65,95,35,hustle|natural-cure,regenerator,False,False,False,water1|water3,fast,sea,pink,armor,corsola -> cursola,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,amnesia|ancient-power|aqua-ring|attract|barrier|bide|blizzard|body-slam|brine|bubble|bubble-beam|bulldoze|calm-mind|camouflage|captivate|confide|confuse-ray|curse|defense-curl|dig|double-edge|double-team|earth-power|earthquake|endeavor|endure|explosion|facade|flail|frustration|hail|harden|head-smash|headbutt|hidden-power|hydro-pump|ice-beam|icicle-spear|icy-wind|ingrain|iron-defense|life-dew|light-screen|liquidation|lucky-chant|magic-coat|meteor-beam|mimic|mirror-coat|mist|mud-slap|natural-gift|nature-power|power-gem|protect|psychic|rain-dance|recover|reflect|refresh|rest|return|rock-blast|rock-polish|rock-slide|rock-smash|rock-tomb|rollout|round|safeguard|sandstorm|scald|screech|secret-power|self-destruct|shadow-ball|sleep-talk|snore|spike-cannon|stealth-rock|stomping-tantrum|stone-edge|strength|substitute|sucker-punch|sunny-day|surf|swagger|tackle|throat-chop|toxic|water-gun|water-pulse|whirlpool
223,remoraid,Jet Pokémon,6,120,water,60,35,65,35,65,35,65,hustle|sniper,moody,False,False,False,water1|water2,medium,sea,gray,fish,remoraid -> octillery,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png,acid-spray|assurance|attract|aurora-beam|blizzard|bounce|brine|bubble|bubble-beam|bullet-seed|captivate|charge-beam|confide|curse|defense-curl|dive|double-edge|double-team|endure|entrainment|facade|fire-blast|flail|flamethrower|focus-energy|frustration|gunk-shot|haze|helping-hand|hidden-power|hydro-pump|hyper-beam|ice-beam|icy-wind|incinerate|lock-on|mimic|mud-shot|mud-slap|natural-gift|octazooka|protect|psybeam|psychic|rain-dance|rest|return|rock-blast|round|scald|screech|secret-power|seed-bomb|signal-beam|sleep-talk|smack-down|snore|soak|string-shot|substitute|sunny-day|supersonic|surf|swagger|swift|thief|thunder-wave|toxic|water-gun|water-pulse|water-spout|waterfall|whirlpool
224,octillery,Jet Pokémon,9,285,water,168,75,105,75,105,75,45,suction-cups|sniper,moody,False,False,False,water1|water2,medium,sea,red,tentacles,remoraid -> octillery,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png,acid-spray|assurance|attract|aurora-beam|bind|blizzard|bounce|brine|bubble|bubble-beam|bullet-seed|captivate|charge-beam|confide|constrict|curse|defense-curl|dive|double-edge|double-team|endure|energy-ball|facade|fire-blast|flamethrower|flash-cannon|focus-energy|frustration|giga-impact|gunk-shot|helping-hand|hidden-power|hydro-pump|hyper-beam|ice-beam|icy-wind|incinerate|liquidation|lock-on|mimic|mud-shot|mud-slap|natural-gift|octazooka|payback|protect|psybeam|psychic|rain-dance|rest|return|rock-blast|round|scald|screech|secret-power|seed-bomb|seismic-toss|signal-beam|skitter-smack|sleep-talk|sludge-bomb|sludge-wave|smack-down|snore|soak|string-shot|substitute|sunny-day|surf|swagger|swift|thief|thunder-wave|toxic|water-gun|water-pulse|waterfall|whirlpool|wrap|wring-out
225,delibird,Delivery Pokémon,9,160,ice|flying,116,45,55,45,65,45,75,vital-spirit|hustle,insomnia,False,False,False,water1|ground,fast,mountain,red,wings,delibird,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It carries food all day long. There are tales about lost people who were saved by the food it had.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png,acrobatics|aerial-ace|agility|air-cutter|air-slash|assurance|attract|aurora-beam|aurora-veil|avalanche|baton-pass|bestow|blizzard|body-slam|bounce|brave-bird|brick-break|brutal-swing|captivate|chilling-water|confide|counter|curse|defog|destiny-bond|detect|double-edge|double-team|drill-peck|drill-run|dual-wingbeat|endeavor|endure|facade|fake-out|feather-dance|fling|fly|focus-punch|foul-play|freeze-dry|frost-breath|frustration|future-sight|giga-impact|gunk-shot|hail|haze|headbutt|helping-hand|hidden-power|hyper-beam|ice-ball|ice-beam|ice-punch|ice-shard|ice-spinner|icicle-spear|icy-wind|mega-kick|mega-punch|memento|mimic|mud-slap|natural-gift|pluck|power-up-punch|present|protect|quick-attack|rain-dance|rapid-spin|recycle|rest|return|reversal|rollout|round|secret-power|seed-bomb|seismic-toss|signal-beam|sky-attack|sleep-talk|snore|snowscape|spikes|splash|steel-wing|substitute|swagger|swift|tailwind|take-down|tera-blast|thief|toxic|trailblaze|triple-axel|water-pulse|weather-ball
226,mantine,Kite Pokémon,21,2200,water|flying,170,85,40,70,80,140,70,swift-swim|water-absorb,water-veil,False,False,False,water1,slow,sea,purple,wings,mantyke -> mantine,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png,acrobatics|aerial-ace|agility|air-cutter|air-slash|amnesia|aqua-ring|aqua-tail|assurance|attract|blizzard|body-press|body-slam|bounce|brine|bubble|bubble-beam|bulldoze|bullet-seed|captivate|confide|confuse-ray|curse|defog|dive|double-edge|double-team|dual-wingbeat|earthquake|endure|facade|frustration|giga-impact|gunk-shot|hail|haze|headbutt|helping-hand|hidden-power|hurricane|hydro-pump|hyper-beam|ice-beam|icy-wind|iron-head|liquidation|mimic|mirror-coat|mud-slap|mud-sport|natural-gift|protect|psybeam|rain-dance|rest|return|rock-blast|rock-slide|rock-tomb|roost|round|scald|secret-power|seed-bomb|signal-beam|slam|sleep-talk|snore|splash|string-shot|substitute|supersonic|surf|swagger|swift|tackle|tailwind|take-down|toxic|twister|water-gun|water-pulse|water-sport|waterfall|whirlpool|wide-guard|wing-attack
227,skarmory,Armor Bird Pokémon,17,505,steel|flying,163,65,80,140,40,70,70,keen-eye|sturdy,weak-armor,False,False,False,flying,slow,rough-terrain,gray,wings,skarmory,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png,aerial-ace|agility|air-cutter|air-slash|assurance|attract|autotomize|body-press|brave-bird|captivate|confide|counter|curse|cut|dark-pulse|defog|detect|double-edge|double-team|drill-peck|drill-run|dual-wingbeat|endure|facade|feint|flash|flash-cannon|fly|frustration|fury-attack|fury-cutter|giga-impact|guard-swap|hidden-power|hurricane|hyper-beam|icy-wind|iron-defense|iron-head|leer|metal-claw|metal-sound|mimic|mud-slap|natural-gift|night-slash|ominous-wind|payback|peck|pluck|protect|pursuit|rest|return|reversal|roar|rock-slide|rock-smash|rock-tomb|roost|round|sand-attack|sand-tomb|sandstorm|secret-power|sky-attack|sky-drop|slash|sleep-talk|snore|spikes|stealth-rock|steel-beam|steel-wing|substitute|sunny-day|swagger|swift|swords-dance|tailwind|take-down|taunt|tera-blast|thief|torment|toxic|twister|whirlwind|wing-attack|x-scissor
228,houndour,Dark Pokémon,6,108,dark|fire,66,45,60,30,80,50,65,early-bird|flash-fire,unnerve,False,False,False,ground,slow,rough-terrain,black,quadruped,houndour -> houndoom,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png,attract|beat-up|bite|body-slam|burning-jealousy|captivate|comeuppance|confide|counter|crunch|curse|dark-pulse|destiny-bond|detect|double-edge|double-team|dream-eater|embargo|ember|endure|facade|feint|feint-attack|fire-blast|fire-fang|fire-spin|flame-charge|flamethrower|flare-blitz|foul-play|frustration|headbutt|heat-wave|helping-hand|hidden-power|howl|hyper-voice|incinerate|inferno|iron-tail|lash-out|leer|mimic|mud-shot|mud-slap|nasty-plot|natural-gift|nightmare|odor-sleuth|overheat|pain-split|payback|protect|psychic-fangs|punishment|pursuit|rage|rain-dance|rest|retaliate|return|reversal|roar|rock-smash|role-play|round|scary-face|secret-power|shadow-ball|sleep-talk|sludge-bomb|smog|snarl|snatch|snore|solar-beam|spite|substitute|sucker-punch|sunny-day|super-fang|swagger|swift|take-down|taunt|temper-flare|tera-blast|thief|thunder-fang|torment|toxic|trailblaze|uproar|will-o-wisp
