id,name,height,weight,base_experience,order,genus,generation,is_legendary,is_mythical,is_baby,color,shape,habitat,growth_rate,capture_rate,base_happiness,gender_rate,hatch_counter,has_gender_differences,forms_switchable,type_1,type_2,stat_hp,stat_attack,stat_defense,stat_special_attack,stat_special_defense,stat_speed,stat_total,ability_1,ability_2,ability_hidden,egg_group_1,egg_group_2,evolves_from,evolution_chain_id,total_moves,sprite_front_default,sprite_front_shiny,sprite_official_artwork,in_red,in_blue,in_yellow,in_gold,in_silver,in_crystal,in_ruby,in_sapphire,in_emerald,in_firered,in_leafgreen,in_diamond,in_pearl,in_platinum,in_heartgold,in_soulsilver,in_black,in_white,in_black2,in_white2,in_x,in_y,in_omega_ruby,in_alpha_sapphire,in_sun,in_moon,in_ultra_sun,in_ultra_moon,in_lets_go_pikachu,in_lets_go_eevee,in_sword,in_shield,in_brilliant_diamond,in_shining_pearl,in_legends_arceus,in_scarlet,in_violet,pokedex_entry
261,poochyena,5,136,56,359,Bite pokemon,iii,FALSE,FALSE,FALSE,gray,quadruped,grassland,medium,255,70,4,15,FALSE,FALSE,dark,,35,55,35,30,30,35,220,run-away,quick-feet,rattled,ground,,,133,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/261.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"At first sight, POOCHYENA takes a bite at anything that moves. This pokemon chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
262,mightyena,10,370,147,360,Bite pokemon,iii,FALSE,FALSE,FALSE,gray,quadruped,grassland,medium,127,70,4,15,FALSE,FALSE,dark,,70,90,70,60,60,70,420,intimidate,quick-feet,moxie,ground,,poochyena,133,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This pokemon will bite savagely with its sharply pointed fangs.
263,zigzagoon,4,175,56,361,Tiny Raccoon pokemon,iii,FALSE,FALSE,FALSE,brown,quadruped,grassland,medium,255,70,4,15,FALSE,FALSE,normal,,38,30,41,30,41,60,240,pickup,gluttony,quick-feet,ground,,,134,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/263.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZIGZAGOON restlessly wanders everywhere at all times. This pokemon does so because it is very curious. It becomes interested in anything that it happens to see.
264,linoone,5,325,147,363,Rushing pokemon,iii,FALSE,FALSE,FALSE,white,quadruped,grassland,medium,90,70,4,15,FALSE,FALSE,normal,,78,70,61,50,61,100,420,pickup,gluttony,quick-feet,ground,,zigzagoon,134,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/264.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This pokemon is very challenged by gently curving roads."
265,wurmple,3,36,56,365,Worm pokemon,iii,FALSE,FALSE,FALSE,red,armor,forest,medium,255,70,4,15,FALSE,FALSE,bug,,45,45,35,20,30,20,195,shield-dust,run-away,run-away,bug,,,135,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/265.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Using the spikes on its rear end,   WURMPLE peels the bark off trees and feeds on the sap that oozes out. This pokemon's feet are tipped with suction pads that allow it to cling to glass without slipping."
266,silcoon,6,100,72,366,Cocoon pokemon,iii,FALSE,FALSE,FALSE,white,ball,forest,medium,120,70,4,15,FALSE,FALSE,bug,,50,35,55,25,25,15,205,shed-skin,,,bug,,wurmple,135,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/266.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SILCOON tethers itself to a tree branch using silk to keep from falling. There,  this pokemon hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole."
267,beautifly,10,284,178,367,Butterfly pokemon,iii,FALSE,FALSE,FALSE,yellow,bug-wings,forest,medium,45,70,4,15,TRUE,FALSE,bug,flying,60,70,50,100,50,65,395,swarm,rivalry,rivalry,bug,,silcoon,135,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BEAUTIFLY's favorite food is the sweet pollen of flowers. If you want to see this pokemon, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen."
268,cascoon,7,115,72,368,Cocoon pokemon,iii,FALSE,FALSE,FALSE,purple,ball,forest,medium,120,70,4,15,FALSE,FALSE,bug,,50,35,55,25,25,15,205,shed-skin,,,bug,,wurmple,135,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/268.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This pokemon prepares for its evolution inside the cocoon."
269,dustox,12,316,173,369,Poison Moth pokemon,iii,FALSE,FALSE,FALSE,green,bug-wings,forest,medium,45,70,4,15,TRUE,FALSE,bug,poison,60,50,70,50,90,65,385,shield-dust,compound-eyes,compound-eyes,bug,,cascoon,135,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DUSTOX is instinctively drawn to light. Swarms of this pokemon are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food."
270,lotad,5,26,44,370,Water Weed pokemon,iii,FALSE,FALSE,FALSE,green,armor,waters-edge,medium-slow,255,70,4,15,FALSE,FALSE,water,grass,40,30,30,40,50,30,220,swift-swim,rain-dish,own-tempo,water1,plant,,136,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/270.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts."
271,lombre,12,325,119,371,Jolly pokemon,iii,FALSE,FALSE,FALSE,green,humanoid,waters-edge,medium-slow,120,70,4,15,FALSE,FALSE,water,grass,60,50,50,60,70,50,340,swift-swim,rain-dish,own-tempo,water1,plant,lotad,136,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/271.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It lives at the water's edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.
272,ludicolo,15,550,216,372,Carefree pokemon,iii,FALSE,FALSE,FALSE,green,humanoid,waters-edge,medium-slow,45,70,4,15,TRUE,FALSE,water,grass,80,70,70,90,100,70,480,swift-swim,rain-dish,own-tempo,water1,plant,lombre,136,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/272.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This pokemon is said to appear when it hears the singing of children on hiking outings."
273,seedot,5,40,44,373,Acorn pokemon,iii,FALSE,FALSE,FALSE,brown,legs,forest,medium-slow,255,70,4,15,FALSE,FALSE,grass,,40,40,50,30,30,30,220,chlorophyll,early-bird,pickpocket,ground,plant,,137,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/273.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this pokemon's body becomes."
274,nuzleaf,10,280,119,374,Wily pokemon,iii,FALSE,FALSE,FALSE,brown,humanoid,forest,medium-slow,120,70,4,15,TRUE,FALSE,grass,dark,70,70,40,60,40,60,340,chlorophyll,early-bird,pickpocket,ground,plant,seedot,137,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/274.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This pokemon dislikes having its long nose pinched.
275,shiftry,13,596,216,375,Wicked pokemon,iii,FALSE,FALSE,FALSE,brown,humanoid,forest,medium-slow,45,70,4,15,TRUE,FALSE,grass,dark,90,100,60,90,60,80,480,chlorophyll,wind-rider,pickpocket,ground,plant,nuzleaf,137,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/275.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.
276,taillow,3,23,54,376,Tiny Swallow pokemon,iii,FALSE,FALSE,FALSE,blue,wings,grassland,medium-slow,200,70,4,15,FALSE,FALSE,normal,flying,40,55,30,30,30,85,270,guts,scrappy,scrappy,flying,,,138,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/276.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy pokemon will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry."
277,swellow,7,198,159,377,Swallow pokemon,iii,FALSE,FALSE,FALSE,blue,wings,grassland,medium-slow,45,70,4,15,FALSE,FALSE,normal,flying,60,85,60,75,50,125,455,guts,scrappy,scrappy,flying,,taillow,138,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/277.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SWELLOW flies high above our heads, making graceful arcs in the sky. This pokemon dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW's clawed feet, preventing escape."
278,wingull,6,95,54,378,Seagull pokemon,iii,FALSE,FALSE,FALSE,white,wings,sea,medium,190,70,4,20,FALSE,FALSE,water,flying,40,30,30,55,30,85,270,keen-eye,hydration,rain-dish,water1,flying,,139,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This pokemon rides the winds and flies as if it were skating across the sky.
279,pelipper,12,280,154,379,Water Bird pokemon,iii,FALSE,FALSE,FALSE,yellow,wings,sea,medium,45,70,4,20,FALSE,FALSE,water,flying,60,50,100,95,70,65,440,keen-eye,drizzle,rain-dish,water1,flying,wingull,139,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/279.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"It is a messenger of the skies, carrying small pokemon and eggs to safety in its bill."
280,ralts,4,66,40,380,Feeling pokemon,iii,FALSE,FALSE,FALSE,white,humanoid,urban,slow,235,35,4,20,FALSE,FALSE,psychic,fairy,28,25,25,45,35,40,198,synchronize,trace,telepathy,humanshape,indeterminate,,140,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/280.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"RALTS senses the emotions of people using the horns on its head. This pokemon rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition."
281,kirlia,8,202,97,381,Emotion pokemon,iii,FALSE,FALSE,FALSE,white,humanoid,urban,slow,120,35,4,20,FALSE,FALSE,psychic,fairy,38,35,35,65,55,50,278,synchronize,trace,telepathy,humanshape,indeterminate,ralts,140,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/281.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This pokemon controls psychokinetic powers with its highly developed brain.
282,gardevoir,16,484,233,382,Embrace pokemon,iii,FALSE,FALSE,FALSE,white,humanoid,urban,slow,45,35,4,20,FALSE,TRUE,psychic,fairy,68,65,65,125,115,80,518,synchronize,trace,telepathy,humanshape,indeterminate,kirlia,140,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/282.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this pokemon is said to unleash its psychokinetic energy at full power."
283,surskit,5,17,54,386,Pond Skater pokemon,iii,FALSE,FALSE,FALSE,blue,armor,waters-edge,medium,200,70,4,15,FALSE,FALSE,bug,water,40,30,32,50,52,65,269,swift-swim,rain-dish,rain-dish,water1,bug,,141,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This pokemon feeds on microscopic organisms in ponds and lakes."
284,masquerain,8,36,159,387,Eyeball pokemon,iii,FALSE,FALSE,FALSE,blue,bug-wings,waters-edge,medium,75,70,4,15,FALSE,FALSE,bug,flying,70,60,62,100,82,80,454,intimidate,unnerve,unnerve,water1,bug,surskit,141,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This pokemon flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter.
285,shroomish,4,45,59,388,Mushroom pokemon,iii,FALSE,FALSE,FALSE,brown,legs,forest,fast-then-very-slow,255,70,4,15,FALSE,FALSE,grass,,60,40,60,40,60,35,295,effect-spore,poison-heal,quick-feet,fairy,plant,,142,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This pokemon feeds on compost that is made up of fallen, rotted leaves."
286,breloom,12,392,161,389,Mushroom pokemon,iii,FALSE,FALSE,FALSE,green,upright,forest,fast-then-very-slow,90,70,4,15,FALSE,FALSE,grass,fighting,60,130,80,60,60,70,460,effect-spore,poison-heal,technician,fairy,plant,shroomish,142,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This pokemon's fighting technique puts boxers to shame."
287,slakoth,8,240,56,390,Slacker pokemon,iii,FALSE,FALSE,FALSE,brown,quadruped,forest,slow,255,70,4,15,FALSE,FALSE,normal,,60,60,60,35,35,30,280,truant,,,ground,,,143,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This pokemon's sole daily meal consists of just three leaves."
